€time,temp,humi,press,soilMois,soilTemp,winSpeed,winDirect,rain
174406656,26,34,1050,224,255,19,2.0107238605898123,???,0.11   
174468563,26,34,1050,225,255,19,2.0107238605898123,???,0.11   
174530590,26,34,1050,226,810,19,2.0107238605898123,SW,0.11    
174592503,26,34,1050,226,255,19,2.0107238605898123,???,0.11   
174654457,26,33,1050,227,255,19,2.0107238605898123,???,0.11   
174716364,26,34,1050,227,255,19,0.33512064343163538,???,0.11  
174778295,26,34,1050,227,255,19,1.0053619302949061,???,0.11   
174840201,26,33,1050,226,255,19,1.3404825737265415,???,0.11   
174902107,26,34,1050,226,255,19,1.0053619302949061,???,0.11   
174964007,26,34,1050,225,255,19,1.0053619302949061,???,0.11   
175026188,26,34,1050,224,255,19,0.67024128686327077,???,0.11  
175088388,26,34,1050,223,809,19,0.67024128686327077,N,0.11    
175150361,26,34,1050,223,255,19,1.3404825737265415,???,0.11   
175212263,26,34,1050,224,255,19,0.33512064343163538,???,0.11  
175274159,26,34,1050,224,255,19,0.67024128686327077,???,0.11  
175336102,26,33,1050,225,809,19,0.67024128686327077,???,0.11  
175398001,26,33,1050,227,255,19,0,???,0.11                    
175460214,27,33,1050,228,810,19,0,???,0.11                    
175522220,27,33,1050,230,255,19,0.33512064343163538,???,0.11  
175584120,27,33,1050,231,255,19,1.0053619302949061,???,0.11   
175646216,27,32,1050,232,255,19,0.67024128686327077,???,0.11  
175708322,28,32,1050,233,810,19,0.67024128686327077,???,0.11  
175770343,28,32,1050,233,810,19,0.67024128686327077,NE,0.11   
175832270,28,32,1050,234,255,19,0.67024128686327077,???,0.11  
175894242,29,31,1050,234,255,19,0.67024128686327077,???,0.11  
175956187,29,31,1050,234,255,19,1.0053619302949061,???,0.11   
176018174,29,31,1050,235,255,19,0.33512064343163538,???,0.11  
176080197,29,31,1050,236,255,19,0.33512064343163538,???,0.11  
176142138,30,30,1050,237,255,19,0.67024128686327077,???,0.11  
176204042,30,30,1050,237,255,19,1.0053619302949061,N,0.11     
176266168,30,29,1050,237,810,19,0.33512064343163538,???,0.11  
176328231,30,29,1050,236,255,19,0.33512064343163538,???,0.11  
176390252,31,29,1050,236,255,19,1.3404825737265415,???,0.11   
176452160,31,29,1050,236,255,19,0,???,0.11                    
176514132,31,29,1050,236,255,19,0.67024128686327077,???,0.11  
176576034,31,29,1050,236,255,19,0.67024128686327077,???,0.11  
176637955,31,29,1050,236,255,19,0.33512064343163538,???,0.11  
176699952,31,28,1050,236,810,19,0.67024128686327077,???,0.11  
176761854,31,28,1050,236,255,19,0.67024128686327077,???,0.11  
176823759,31,28,1050,236,255,19,0.67024128686327077,???,0.11  
176885744,31,28,1050,237,255,19,1.6756032171581769,SW,0.11    
176947733,31,28,1050,237,255,19,1.0053619302949061,???,0.11   
177009639,32,28,1050,237,255,19,0,???,0.11                    
177071612,32,28,1050,237,255,19,0.33512064343163538,???,0.11  
177133634,32,27,1050,238,255,19,0.67024128686327077,SW,0.11   
177195541,32,27,1050,238,255,19,0.33512064343163538,NW,0.11   
177257448,32,27,1050,239,255,19,0.67024128686327077,S,0.11    
177319563,32,27,1050,239,811,19,0.67024128686327077,???,0.11  
177381469,33,27,1050,240,255,19,1.0053619302949061,???,0.11   
177443401,33,27,1050,240,811,19,0.67024128686327077,???,0.11  
177505349,33,26,1050,241,255,19,0.67024128686327077,NW,0.11   
177567257,33,26,1050,241,255,19,0,???,0.11                    
177629224,34,26,1050,241,255,19,0,???,0.11                    
177691198,34,26,1050,241,255,19,0,???,0.11                    
177753544,34,26,1049,240,811,19,0.33512064343163538,???,0.11  
177815565,34,26,1050,238,812,19,0.33512064343163538,N,0.11    
177877598,34,26,1050,237,811,19,0,S,0.11                      
177939768,34,26,1049,236,255,19,1.0053619302949061,???,0.11   
178001668,34,26,1049,234,255,19,1.0053619302949061,???,0.11   
178063655,34,26,1050,233,812,20,0.33512064343163538,???,0.11  
178125598,33,27,1050,232,255,20,0.67024128686327077,???,0.11  
178187481,33,27,1050,232,810,20,0.33512064343163538,???,0.11  
178249492,33,27,1049,231,255,20,0.67024128686327077,???,0.11  
178311473,33,27,1049,231,811,20,0,???,0.11                    
178373877,33,27,1049,230,255,20,0.67024128686327077,???,0.11  
178435779,33,27,1049,230,255,20,0.33512064343163538,???,0.11  
178497683,33,28,1049,230,255,20,0,???,0.11                    
178559835,33,28,1049,229,812,20,0.67024128686327077,???,0.11  
178621821,32,28,1049,228,811,20,1.3404825737265415,???,0.11   
178683722,32,28,1049,227,255,20,1.0053619302949061,???,0.11   
178745629,32,28,1050,226,255,20,0.67024128686327077,???,0.11  
178807617,32,28,1050,225,255,20,0.33512064343163538,???,0.11  
178869601,32,28,1050,225,255,20,0,N,0.11                      
178931768,32,28,1050,225,255,20,0,???,0.11                    
178993781,31,29,1050,226,255,20,0.67024128686327077,???,0.11  
179055772,31,29,1050,226,811,20,0.67024128686327077,???,0.11  
179117674,31,29,1050,227,255,20,0.67024128686327077,???,0.11  
179179660,31,29,1050,228,811,20,0.67024128686327077,???,0.11  
179241793,31,29,1050,229,255,20,0.33512064343163538,S,0.11    
179303739,32,28,1050,231,255,20,0.33512064343163538,???,0.11  
179365641,32,28,1050,234,255,20,0.67024128686327077,???,0.11  
179427544,32,28,1050,235,255,20,1.0053619302949061,???,0.11   
179489454,33,27,1050,237,255,20,0.33512064343163538,???,0.11  
179551423,33,27,1050,239,811,20,0.67024128686327077,???,0.11  
179613325,34,27,1049,242,255,20,1.0053619302949061,???,0.11   
179675401,34,26,1049,243,255,20,0.67024128686327077,???,0.11  
179737366,35,26,1049,245,255,20,1.0053619302949061,S,0.11     
179799372,35,25,1049,245,255,20,0.67024128686327077,???,0.11  
179861367,36,25,1049,245,255,20,1.0053619302949061,???,0.11   
179923273,36,25,1049,245,255,20,0.67024128686327077,???,0.11  
179985255,36,25,1049,246,255,20,0.67024128686327077,SW,0.11   
180047136,37,24,1049,246,255,20,0.67024128686327077,???,0.11  
180109069,37,24,1049,245,255,20,0.33512064343163538,S,0.11    
180171052,37,24,1049,244,812,20,0.33512064343163538,???,0.11  
180232954,37,24,1049,244,255,20,1.0053619302949061,???,0.11   
180294876,37,24,1049,243,812,20,0.67024128686327077,???,0.11  
180356839,37,24,1049,242,255,20,0.67024128686327077,???,0.11  
180418741,37,24,1049,241,255,20,0.33512064343163538,???,0.11  
180480643,37,24,1049,241,255,20,1.0053619302949061,???,0.11   
180542553,37,24,1049,241,255,20,1.0053619302949061,???,0.11   
180604579,37,24,1049,241,255,20,0.33512064343163538,???,0.11  
180666610,37,24,1049,240,255,20,1.0053619302949061,???,0.11   
180728556,37,24,1049,239,255,20,0.67024128686327077,???,0.11  
180790458,37,24,1049,238,255,20,0.33512064343163538,???,0.11  
180852494,37,24,1049,237,811,20,0.67024128686327077,???,0.11  
180914395,36,25,1049,236,255,20,1.3404825737265415,???,0.11   
180976340,36,25,1049,234,255,20,0.67024128686327077,SW,0.11   
181038246,36,25,1049,233,255,20,1.0053619302949061,???,0.11   
181100148,36,25,1049,232,255,20,0.67024128686327077,???,0.11  
181162044,35,25,1049,231,255,20,0.33512064343163538,???,0.11  
181223941,35,26,1049,231,255,20,1.0053619302949061,???,0.11   
181285927,35,26,1049,232,255,20,0.33512064343163538,???,0.11  
181347832,35,26,1049,232,255,20,0,???,0.11                    
181409830,35,26,1049,232,255,20,1.3404825737265415,???,0.11   
181471712,35,26,1049,233,811,20,0,???,0.11                    
181533835,35,26,1049,234,255,20,0,N,0.11                      
181595858,35,26,1049,235,255,20,0.33512064343163538,???,0.11  
181657801,35,25,1049,236,255,20,0,???,0.11                    
181719892,35,25,1049,237,811,20,0.33512064343163538,NW,0.11   
181781889,36,25,1049,238,255,20,1.0053619302949061,???,0.11   
181843765,36,25,1049,239,812,20,1.6756032171581769,???,0.11   
181905670,36,25,1049,239,255,20,1.0053619302949061,???,0.11   
181967576,36,25,1049,240,255,20,0.67024128686327077,???,0.11  
182029477,36,25,1049,240,255,20,1.0053619302949061,???,0.11   
182091424,36,24,1049,239,812,20,0.67024128686327077,???,0.11  
182153361,37,24,1049,240,255,21,0.33512064343163538,S,0.11    
182215313,37,25,1049,240,812,21,0,???,0.11                    
182277847,37,24,1049,240,812,21,0.33512064343163538,???,0.11  
182340178,37,24,1049,240,813,21,0.67024128686327077,???,0.11  
182402095,37,24,1049,240,812,21,0.67024128686327077,???,0.11  
182464429,37,24,1049,241,255,21,1.3404825737265415,???,0.11   
182526898,37,24,1049,241,813,21,1.0053619302949061,???,0.11   
182588799,37,23,1049,242,255,21,0.33512064343163538,???,0.11  
182651009,37,23,1049,242,811,21,1.0053619302949061,???,0.11   
182712991,38,23,1049,242,255,21,0.33512064343163538,???,0.11  
182775317,38,23,1049,242,813,21,0.67024128686327077,???,0.11  
182837260,38,23,1049,241,812,21,0,???,0.11                    
182899234,38,23,1049,239,255,21,0,???,0.11                    
182961206,38,24,1049,238,255,21,0,E,0.11                      
183023183,38,24,1049,237,255,21,0.33512064343163538,???,0.11  
183085082,38,24,1049,236,255,21,1.3404825737265415,???,0.11   
183147006,38,24,1049,236,255,21,1.0053619302949061,???,0.11   
183208912,37,24,1049,236,255,21,0.33512064343163538,???,0.11  
183270816,37,24,1049,234,255,21,0,???,0.11                    
183332823,37,24,1049,233,255,21,0.67024128686327077,???,0.11  
183394726,37,24,1049,232,255,21,0.67024128686327077,???,0.11  
183456624,36,25,1049,231,255,21,0,???,0.11                    
183519159,36,25,1049,231,255,21,1.6756032171581769,???,0.11   
183581066,36,25,1049,231,255,21,0.67024128686327077,???,0.11  
183642968,36,25,1049,231,255,21,0.33512064343163538,???,0.11  
183704870,36,25,1049,231,255,21,1.0053619302949061,???,0.11   
183766777,35,25,1049,230,255,21,1.0053619302949061,???,0.11   
183828733,35,26,1049,229,255,21,0.33512064343163538,???,0.11  
183890684,35,26,1049,228,255,21,2.0107238605898123,???,0.11   
183952655,34,26,1049,227,255,21,0.67024128686327077,???,0.11  
184014896,34,26,1049,226,811,21,1.3404825737265415,???,0.11   
184076802,34,26,1049,227,255,21,0.67024128686327077,???,0.11  
184138704,34,27,1049,227,255,21,0.67024128686327077,???,0.11  
184200646,33,27,1049,227,255,21,0.33512064343163538,???,0.11  
184262551,33,27,1049,228,255,21,1.0053619302949061,???,0.11   
184324496,33,27,1049,228,255,21,0.67024128686327077,???,0.11  
184386400,33,27,1049,228,255,21,0,???,0.11                    
184448449,33,27,1049,228,255,21,0.67024128686327077,NE,0.11   
184510433,33,27,1049,227,255,21,1.0053619302949061,???,0.11   
184572384,32,28,1049,227,255,21,0.33512064343163538,???,0.11  
184634484,32,28,1049,227,812,21,0.67024128686327077,???,0.11  
184696382,32,28,1049,227,255,21,0,NE,0.11                     
184758359,32,28,1049,227,255,21,1.0053619302949061,???,0.11   
184820264,32,28,1049,228,255,21,1.3404825737265415,???,0.11   
184882166,32,28,1049,228,255,21,0.67024128686327077,SE,0.11   
184944122,32,28,1049,227,255,21,0.67024128686327077,???,0.11  
185006041,32,28,1049,227,255,21,1.3404825737265415,???,0.11   
185068405,32,28,1049,228,255,21,1.0053619302949061,E,0.11     
185130426,32,28,1049,228,255,21,1.0053619302949061,???,0.11   
185192334,32,29,1049,228,255,21,1.0053619302949061,???,0.11   
185254402,31,29,1049,227,255,21,1.6756032171581769,???,0.11   
185316388,31,29,1049,226,813,21,0.67024128686327077,???,0.11  
185378290,31,29,1049,225,255,21,0.67024128686327077,???,0.11  
185440195,31,29,1049,224,255,21,1.3404825737265415,???,0.11   
185502104,31,30,1049,224,255,21,1.6756032171581769,SW,0.11    
185564029,30,30,1049,225,812,21,1.0053619302949061,???,0.11   
185626124,30,30,1049,226,255,21,0.67024128686327077,???,0.11  
185688230,30,30,1049,226,811,21,0.67024128686327077,???,0.11  
185750252,30,30,1049,226,812,21,0.33512064343163538,S,0.11    
185812247,30,30,1049,225,811,21,1.0053619302949061,???,0.11   
185874153,30,30,1049,225,255,21,0.33512064343163538,???,0.11  
185936196,30,30,1049,227,813,21,0.33512064343163538,SE,0.11   
185998212,30,30,1049,228,255,21,0.67024128686327077,???,0.11  
186060094,30,30,1049,228,811,21,0.67024128686327077,???,0.11  
186122067,30,30,1049,227,255,21,0.67024128686327077,???,0.11  
186184089,30,30,1049,226,255,21,0.33512064343163538,N,0.11    
186245997,30,30,1049,225,255,21,0,N,0.11                      
186307980,30,31,1049,224,255,21,0.33512064343163538,S,0.11    
186370012,30,31,1049,223,255,21,0.33512064343163538,S,0.11    
186432085,30,31,1049,223,812,21,0.33512064343163538,???,0.11  
186494102,29,31,1049,222,811,21,0.67024128686327077,NE,0.11   
186556044,29,31,1049,222,255,21,0,NE,0.11                     
186618021,29,31,1049,221,255,21,0.33512064343163538,???,0.11  
186679924,29,32,1049,221,255,21,0.33512064343163538,???,0.11  
186741856,29,32,1049,220,255,21,1.0053619302949061,???,0.11   
186803790,29,32,1049,220,255,21,0.33512064343163538,???,0.11  
186865700,28,33,1049,219,255,21,1.3404825737265415,???,0.11   
186927609,28,33,1049,219,255,21,1.6756032171581769,???,0.11   
186989518,28,34,1049,218,255,21,1.6756032171581769,NE,0.11    
187051520,28,35,1049,218,812,21,1.0053619302949061,???,0.11   
187113422,28,34,1049,218,255,21,0.33512064343163538,???,0.11  
187175683,27,35,1049,218,255,21,0.67024128686327077,???,0.11  
187237659,27,35,1049,218,255,21,0.67024128686327077,???,0.11  
187299596,27,35,1049,218,255,21,0.67024128686327077,SE,0.11   
187361503,27,35,1049,218,255,21,0.67024128686327077,???,0.11  
187423480,27,35,1049,218,255,21,0.67024128686327077,???,0.11  
187485501,27,36,1049,219,811,21,0.67024128686327077,SW,0.11   
187547402,27,35,1049,219,255,21,1.0053619302949061,???,0.11   
187609345,27,36,1049,219,255,21,0.33512064343163538,SW,0.11   
187671402,27,36,1049,219,255,21,0.33512064343163538,SE,0.11   
187733443,27,36,1049,220,255,21,0.67024128686327077,???,0.11  
187795345,27,36,1049,220,255,21,0.33512064343163538,???,0.11  
187857249,27,36,1049,220,255,21,0.67024128686327077,???,0.11  
187919142,27,36,1049,221,255,21,0.67024128686327077,???,0.11  
187981164,27,36,1049,221,811,21,0.67024128686327077,W,0.11    
188043071,27,36,1049,221,255,21,0.33512064343163538,N,0.11    
188105118,27,37,1049,221,811,21,1.3404825737265415,???,0.11   
188167025,27,36,1049,220,255,21,0.67024128686327077,???,0.11  
188228953,27,36,1049,220,255,21,1.0053619302949061,???,0.11   
188290861,27,38,1049,220,255,21,1.0053619302949061,???,0.11   
188353086,27,38,1049,221,255,21,0.33512064343163538,???,0.11  
188415027,27,37,1049,221,811,21,0.67024128686327077,???,0.11  
188476964,27,37,1049,221,255,21,0,???,0.11                    
188538977,27,37,1049,222,255,21,1.0053619302949061,???,0.11   
188600983,27,38,1049,223,255,21,1.3404825737265415,???,0.11   
188662891,27,37,1049,223,255,21,2.3458445040214477,???,0.11   
188724923,27,37,1049,224,255,21,2.0107238605898123,???,0.11   
188786832,27,37,1049,224,255,21,1.3404825737265415,NE,0.11    
188848738,27,37,1049,225,255,21,1.0053619302949061,???,0.11   
188910644,27,37,1049,225,255,21,0.33512064343163538,SW,0.11   
188972714,27,37,1049,226,811,21,1.0053619302949061,???,0.11   
189034630,28,37,1049,226,255,21,1.3404825737265415,NE,0.11    
189096577,28,37,1049,226,811,21,2.0107238605898123,???,0.11   
189158576,28,37,1049,226,811,21,1.3404825737265415,E,0.11     
189220607,28,36,1049,227,811,21,1.0053619302949061,NE,0.11    
189282529,28,36,1049,227,255,21,1.3404825737265415,???,0.11   
189344469,28,36,1049,228,255,21,2.0107238605898123,???,0.11   
189406374,28,36,1049,228,811,21,1.3404825737265415,???,0.11   
189468282,29,36,1049,229,255,21,1.0053619302949061,???,0.11   
189530408,29,36,1049,229,810,21,2.0107238605898123,???,0.11   
189592295,29,36,1049,229,811,21,1.0053619302949061,???,0.11   
189654274,29,35,1049,230,255,21,2.3458445040214477,???,0.11   
189716217,29,35,1049,230,255,21,2.0107238605898123,???,0.11   
189778191,29,35,1049,230,812,21,2.3458445040214477,???,0.11   
189840218,29,35,1049,230,255,21,1.6756032171581769,NE,0.11    
189902368,29,35,1049,230,811,21,1.3404825737265415,NE,0.11    
189964279,29,35,1049,229,255,21,0.33512064343163538,???,0.11  
190026197,29,35,1049,229,255,21,2.6809651474530831,???,0.11   
190088233,29,35,1049,228,810,21,1.0053619302949061,???,0.11   
190150141,29,35,1049,228,255,21,0.67024128686327077,???,0.11  
190212045,29,35,1049,228,255,21,3.0160857908847185,???,0.11   
190274013,29,35,1049,227,255,21,1.0053619302949061,???,0.11   
190336006,29,35,1049,227,255,21,1.6756032171581769,???,0.11   
190398115,29,36,1049,227,255,21,1.3404825737265415,???,0.11   
190460019,29,36,1049,227,255,21,1.6756032171581769,???,0.11   
190521960,29,36,1049,227,255,21,0.67024128686327077,???,0.11  
190583860,29,36,1048,226,255,21,1.3404825737265415,???,0.11   
190645767,29,36,1049,226,255,21,0.67024128686327077,???,0.11  
190707725,29,36,1049,226,255,21,3.6863270777479892,???,0.11   
190769683,29,36,1049,225,255,21,0.67024128686327077,???,0.11  
190831661,29,36,1049,225,255,21,1.3404825737265415,???,0.11   
190893566,29,36,1048,224,255,21,1.6756032171581769,???,0.11   
190955473,29,36,1049,224,255,21,0.67024128686327077,???,0.11  
191017374,28,37,1048,223,255,21,1.0053619302949061,???,0.11   
191079279,28,37,1048,223,255,21,2.3458445040214477,???,0.11   
191141450,28,37,1048,223,255,21,1.3404825737265415,???,0.11   
191203686,28,38,1048,223,255,21,2.0107238605898123,???,0.11   
191265587,28,38,1048,223,255,21,0.33512064343163538,???,0.11  
191327529,28,38,1048,223,255,21,1.6756032171581769,???,0.11   
191389435,28,38,1048,223,255,21,2.0107238605898123,???,0.11   
191451352,28,38,1048,223,811,21,1.0053619302949061,???,0.11   
191513480,28,38,1048,223,255,21,2.0107238605898123,???,0.11   
191575514,27,38,1048,223,255,21,1.6756032171581769,NW,0.11    
191637422,27,39,1048,223,255,21,1.6756032171581769,NE,0.11    
191699422,27,39,1048,223,255,21,1.6756032171581769,NE,0.11    
191761334,27,39,1048,223,255,21,1.6756032171581769,???,0.11   
191823318,27,39,1048,223,255,21,0.67024128686327077,???,0.11  
191885343,27,39,1048,223,255,21,1.0053619302949061,???,0.11   
191947285,27,39,1048,223,255,21,2.3458445040214477,S,0.11     
192009274,27,40,1048,223,810,53,1.0053619302949061,???,0.11   
192071317,27,40,1048,223,810,21,0.67024128686327077,???,0.11  
192133291,27,40,1048,223,255,21,1.6756032171581769,???,0.11   
192195199,27,40,1048,223,255,21,3.0160857908847185,???,0.11   
192257106,27,40,1048,223,255,21,1.3404825737265415,???,0.11   
192319082,27,40,1048,223,255,21,1.0053619302949061,???,0.11   
192381110,27,40,1048,223,255,21,1.6756032171581769,???,0.11   
192443077,27,40,1048,223,255,20,1.3404825737265415,???,0.11   
192504995,27,40,1048,223,255,21,1.6756032171581769,???,0.11   
192566902,27,40,1048,223,255,21,1.3404825737265415,???,0.11   
192628878,27,40,1048,224,255,20,1.3404825737265415,???,0.11   
192690832,27,40,1048,224,255,20,2.0107238605898123,???,0.11   
192752779,27,40,1048,224,255,20,1.3404825737265415,???,0.11   
192814730,27,40,1048,224,810,20,1.3404825737265415,???,0.11   
192876700,27,40,1048,224,255,20,1.0053619302949061,???,0.11   
192938580,27,39,1048,224,811,20,0.67024128686327077,???,0.11  
193000478,27,39,1048,224,255,20,0.67024128686327077,S,0.11    
193062484,27,39,1048,224,255,20,1.0053619302949061,???,0.11   
193124390,27,39,1048,223,255,20,0.67024128686327077,N,0.11    
193186446,27,39,1048,223,255,20,1.3404825737265415,NE,0.11    
193248415,27,39,1048,223,255,20,1.0053619302949061,???,0.11   
193310324,27,39,1048,223,255,20,1.3404825737265415,???,0.11   
193372227,27,40,1048,223,255,20,1.6756032171581769,???,0.11   
193434258,27,40,1048,223,810,20,1.3404825737265415,???,0.11   
193496238,27,40,1048,223,255,20,2.6809651474530831,???,0.11   
193558160,27,40,1048,223,811,20,1.6756032171581769,???,0.11   
193620070,27,40,1048,223,255,20,0.67024128686327077,SW,0.11   
193682018,27,40,1048,223,255,20,0.33512064343163538,???,0.11  
193744001,27,40,1048,223,810,20,0.67024128686327077,???,0.11  
193805937,27,40,1048,223,812,20,1.6756032171581769,???,0.11   
193867839,27,40,1048,223,255,20,2.6809651474530831,???,0.11   
193929816,27,41,1048,222,255,20,1.0053619302949061,???,0.11   
193991765,27,41,1048,222,255,20,1.0053619302949061,???,0.11   
194053845,27,41,1048,223,255,20,2.6809651474530831,???,0.11   
194115795,26,41,1048,223,811,20,1.6756032171581769,???,0.11   
194177737,26,41,1048,223,810,20,1.3404825737265415,???,0.11   
194239641,27,41,1048,224,255,20,0.67024128686327077,???,0.11  
194301544,27,41,1048,225,255,20,1.0053619302949061,???,0.11   
194363503,27,41,1048,225,255,20,2.6809651474530831,???,0.11   
194425475,27,41,1048,226,255,20,3.0160857908847185,???,0.11   
194487785,27,40,1048,226,810,20,1.3404825737265415,???,0.11   
194549695,27,41,1048,226,255,20,1.0053619302949061,???,0.11   
194611610,27,41,1048,227,255,20,1.6756032171581769,???,0.11   
194673529,27,40,1048,228,255,20,2.0107238605898123,NE,0.11    
194735439,27,40,1048,230,255,20,2.3458445040214477,???,0.11   
194797349,28,40,1048,231,255,20,1.6756032171581769,???,0.11   
194859461,28,40,1048,232,255,20,1.3404825737265415,NE,0.11    
194921486,28,39,1048,232,811,20,1.3404825737265415,???,0.11   
194983436,28,39,1048,231,255,20,2.3458445040214477,???,0.11   
195045337,28,39,1048,230,255,20,1.3404825737265415,E,0.11     
195107291,28,39,1048,230,812,20,1.3404825737265415,???,0.11   
195169339,29,39,1048,230,255,20,1.3404825737265415,???,0.11   
195231281,29,39,1048,232,255,20,0.67024128686327077,???,0.11  
195293217,29,38,1048,233,255,20,0.67024128686327077,SW,0.11   
195355322,29,38,1048,234,255,20,0.67024128686327077,SE,0.11   
195417514,30,38,1048,235,810,20,1.6756032171581769,???,0.11   
195479517,30,38,1048,236,255,20,1.3404825737265415,???,0.11   
195541473,30,38,1048,236,255,20,1.3404825737265415,???,0.11   
195603380,30,38,1048,234,255,20,1.3404825737265415,E,0.11     
195665291,30,38,1048,234,255,20,1.0053619302949061,???,0.11   
195727198,30,37,1047,234,255,20,0.33512064343163538,???,0.11  
195789151,30,37,1048,233,255,20,1.3404825737265415,???,0.11   
195851058,30,37,1047,231,255,20,0.67024128686327077,???,0.11  
195912959,30,37,1047,229,255,20,0.67024128686327077,???,0.11  
195974920,30,37,1048,229,255,20,1.0053619302949061,???,0.11   
196036864,30,38,1047,231,255,20,0.33512064343163538,E,0.11    
196098952,30,37,1048,232,255,20,1.3404825737265415,???,0.11   
196160862,31,37,1048,233,255,20,0.67024128686327077,???,0.11  
196222762,31,37,1048,233,255,20,0.67024128686327077,???,0.11  
196284664,31,37,1048,233,255,20,0.67024128686327077,???,0.11  
196346641,31,36,1048,233,255,20,2.0107238605898123,E,0.11     
196408589,31,36,1048,234,811,20,0.33512064343163538,???,0.11  
196470471,31,36,1048,235,255,20,2.6809651474530831,???,0.11   
196532413,31,36,1047,234,255,20,1.3404825737265415,???,0.11   
196594435,32,36,1047,234,255,20,0.67024128686327077,???,0.11  
196656372,32,35,1047,234,812,20,0.33512064343163538,???,0.11  
196718492,32,35,1047,234,255,20,1.0053619302949061,???,0.11   
196780434,32,35,1047,233,255,20,1.6756032171581769,E,0.11     
196842347,32,35,1047,233,255,20,0.33512064343163538,???,0.11  
196904249,32,35,1047,232,255,21,1.0053619302949061,???,0.11   
196966194,32,35,1047,231,255,21,1.0053619302949061,???,0.11   
197028150,32,36,1047,229,255,21,2.6809651474530831,???,0.11   
197090204,32,36,1047,229,255,21,1.3404825737265415,???,0.11   
197152172,31,36,1047,228,255,21,1.0053619302949061,???,0.11   
197214093,31,36,1047,227,255,21,0.67024128686327077,???,0.11  
197276159,31,36,1047,226,255,21,2.0107238605898123,???,0.11   
197338153,31,37,1047,225,811,21,0.33512064343163538,???,0.11  
197400054,31,37,1048,225,255,21,1.0053619302949061,???,0.11   
197461961,30,37,1047,225,255,21,1.3404825737265415,???,0.11   
197523911,30,37,1048,224,811,21,0.67024128686327077,???,0.11  
197585806,30,38,1047,224,255,21,0.33512064343163538,???,0.11  
197647687,30,38,1047,223,255,21,2.3458445040214477,???,0.11   
197709618,30,38,1047,223,255,21,1.6756032171581769,???,0.11   
197771526,29,38,1048,223,255,21,2.3458445040214477,???,0.11   
197833703,29,39,1047,222,255,21,1.0053619302949061,???,0.11   
197895619,29,39,1047,222,255,21,1.6756032171581769,???,0.11   
197957767,29,40,1047,222,811,21,3.0160857908847185,???,0.11   
198019872,28,40,1047,222,255,21,1.3404825737265415,???,0.11   
198081882,28,40,1047,222,255,21,1.6756032171581769,???,0.11   
198144296,28,41,1047,221,255,21,1.0053619302949061,SE,0.11    
198206207,28,42,1048,221,255,21,1.3404825737265415,???,0.11   
198268116,28,42,1047,221,255,21,3.3512064343163538,???,0.11   
198330054,27,43,1048,220,811,21,2.3458445040214477,???,0.11   
198391961,27,43,1048,220,255,21,1.3404825737265415,???,0.11   
198453867,27,44,1048,219,255,21,2.0107238605898123,???,0.11   
198515805,27,44,1048,219,811,21,3.3512064343163538,???,0.11   
198577849,27,45,1047,219,255,21,1.6756032171581769,???,0.11   
198640322,26,45,1047,219,255,21,1.3404825737265415,???,0.11   
198702356,26,45,1047,220,255,21,1.3404825737265415,???,0.11   
198764296,26,45,1047,220,255,21,1.6756032171581769,???,0.11   
198826407,26,45,1047,220,811,21,2.0107238605898123,???,0.11   
198888318,26,46,1047,220,255,21,1.6756032171581769,???,0.11   
198950375,26,45,1047,220,255,21,2.6809651474530831,???,0.11   
199012449,26,47,1047,220,255,21,1.6756032171581769,???,0.11   
199074370,26,46,1047,220,255,21,2.0107238605898123,???,0.11   
199136275,26,47,1047,220,255,21,1.3404825737265415,???,0.11   
199198219,26,46,1047,220,255,20,1.0053619302949061,NE,0.11    
199260373,26,46,1047,220,255,20,0.67024128686327077,???,0.11  
199322339,26,46,1047,219,255,20,1.3404825737265415,???,0.11   
199384246,26,47,1047,219,255,20,2.0107238605898123,???,0.11   
199446216,26,47,1047,220,255,20,3.0160857908847185,???,0.11   
199508190,26,48,1047,220,255,20,2.3458445040214477,???,0.11   
199570488,26,47,1047,220,255,21,1.6756032171581769,???,0.11   
199632396,26,47,1047,220,255,20,1.6756032171581769,???,0.11   
199694461,25,47,1047,220,255,20,0.67024128686327077,E,0.11    
199756374,25,47,1047,220,255,20,0.67024128686327077,???,0.11  
199818359,25,47,1047,219,255,20,3.0160857908847185,???,0.11   
199880245,25,47,1047,220,809,20,2.6809651474530831,???,0.11   
199942259,25,48,1047,220,255,20,2.3458445040214477,???,0.11   
200004294,25,47,1047,220,255,20,1.0053619302949061,???,0.11   
200066481,25,48,1047,220,255,20,2.0107238605898123,???,0.11   
200128637,25,48,1047,219,255,20,1.6756032171581769,???,0.11   
200190627,25,48,1047,216,255,20,1.0053619302949061,N,0.11     
200252683,25,48,1047,217,811,20,1.0053619302949061,???,0.11   
200314618,25,48,1047,219,255,20,3.6863270777479892,???,0.11   
200376792,25,49,1047,219,255,20,2.0107238605898123,???,0.11   
200438871,25,48,1047,219,810,20,1.6756032171581769,E,0.11     
200500817,25,49,1047,219,811,20,1.6756032171581769,???,0.11   
200562749,25,49,1047,219,811,20,1.3404825737265415,???,0.11   
200624671,25,48,1047,219,255,20,1.0053619302949061,???,0.11   
200686580,25,49,1047,218,255,20,2.0107238605898123,???,0.11   
200748491,25,49,1047,210,255,20,2.0107238605898123,???,0.11   
